합체,형태소,품사,분류,카운트,절대빈도,
?_x,?,x,BILIBILI2,143,0.00095346,? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
@_x,@,x,BILIBILI2,33,0.000220029,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ 
A_eng,A,eng,BILIBILI2,2,1.33351E-05,A A 
AK_eng,AK,eng,BILIBILI2,1,6.66756E-06,AK 
APP_eng,APP,eng,BILIBILI2,1,6.66756E-06,APP 
ARMY_eng,ARMY,eng,BILIBILI2,1,6.66756E-06,ARMY 
ATM_eng,ATM,eng,BILIBILI2,2,1.33351E-05,ATM ATM 
Aju_eng,Aju,eng,BILIBILI2,1,6.66756E-06,Aju 
Alward_eng,Alward,eng,BILIBILI2,2,1.33351E-05,Alward Alward 
American_eng,American,eng,BILIBILI2,2,1.33351E-05,American American 
Are_eng,Are,eng,BILIBILI2,1,6.66756E-06,Are 
Army_eng,Army,eng,BILIBILI2,4,2.66702E-05,Army Army Army Army 
Award_eng,Award,eng,BILIBILI2,2,1.33351E-05,Award Award 
B_eng,B,eng,BILIBILI2,28,0.000186692,B B B B B B B B B B B B B B B B B B B B B B B B B B B B 
B_x,B,x,BILIBILI2,1,6.66756E-06,B 
BB_eng,BB,eng,BILIBILI2,2,1.33351E-05,BB BB 
BE8_eng,BE8,eng,BILIBILI2,1,6.66756E-06,BE8 
BTS_eng,BTS,eng,BILIBILI2,48,0.000320043,BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS BTS 
BTS2018_eng,BTS2018,eng,BILIBILI2,1,6.66756E-06,BTS2018 
BV11541157U4_eng,BV11541157U4,eng,BILIBILI2,4,2.66702E-05,BV11541157U4 BV11541157U4 BV11541157U4 BV11541157U4 
BV11T4y1G7Bf_eng,BV11T4y1G7Bf,eng,BILIBILI2,1,6.66756E-06,BV11T4y1G7Bf 
BV12K411P7JS_eng,BV12K411P7JS,eng,BILIBILI2,1,6.66756E-06,BV12K411P7JS 
BV12x41137cg_eng,BV12x41137cg,eng,BILIBILI2,1,6.66756E-06,BV12x41137cg 
BV135411L7ub_eng,BV135411L7ub,eng,BILIBILI2,1,6.66756E-06,BV135411L7ub 
BV1354y1C7mM_eng,BV1354y1C7mM,eng,BILIBILI2,1,6.66756E-06,BV1354y1C7mM 
BV13A411t765_eng,BV13A411t765,eng,BILIBILI2,1,6.66756E-06,BV13A411t765 
BV14D4y1d7QT_eng,BV14D4y1d7QT,eng,BILIBILI2,3,2.00027E-05,BV14D4y1d7QT BV14D4y1d7QT BV14D4y1d7QT 
BV14a4y1L7uF_eng,BV14a4y1L7uF,eng,BILIBILI2,1,6.66756E-06,BV14a4y1L7uF 
BV15Z4y1L7E2_eng,BV15Z4y1L7E2,eng,BILIBILI2,4,2.66702E-05,BV15Z4y1L7E2 BV15Z4y1L7E2 BV15Z4y1L7E2 BV15Z4y1L7E2 
BV1654y1r7C6_eng,BV1654y1r7C6,eng,BILIBILI2,1,6.66756E-06,BV1654y1r7C6 
BV16k4y1C7NP_eng,BV16k4y1C7NP,eng,BILIBILI2,1,6.66756E-06,BV16k4y1C7NP 
BV17y4y1r79P_eng,BV17y4y1r79P,eng,BILIBILI2,1,6.66756E-06,BV17y4y1r79P 
BV18f4y1B7M1_eng,BV18f4y1B7M1,eng,BILIBILI2,1,6.66756E-06,BV18f4y1B7M1 
BV1954y167qJ_eng,BV1954y167qJ,eng,BILIBILI2,4,2.66702E-05,BV1954y167qJ BV1954y167qJ BV1954y167qJ BV1954y167qJ 
BV1B7411z7sM_eng,BV1B7411z7sM,eng,BILIBILI2,1,6.66756E-06,BV1B7411z7sM 
BV1Bk4y1C74d_eng,BV1Bk4y1C74d,eng,BILIBILI2,1,6.66756E-06,BV1Bk4y1C74d 
BV1DV41117WQ_eng,BV1DV41117WQ,eng,BILIBILI2,1,6.66756E-06,BV1DV41117WQ 
BV1ED4y1d78r_eng,BV1ED4y1d78r,eng,BILIBILI2,4,2.66702E-05,BV1ED4y1d78r BV1ED4y1d78r BV1ED4y1d78r BV1ED4y1d78r 
BV1EE411f732_eng,BV1EE411f732,eng,BILIBILI2,2,1.33351E-05,BV1EE411f732 BV1EE411f732 
BV1Hg4y1B7pj_eng,BV1Hg4y1B7pj,eng,BILIBILI2,1,6.66756E-06,BV1Hg4y1B7pj 
BV1KT4y1c7G7_eng,BV1KT4y1c7G7,eng,BILIBILI2,3,2.00027E-05,BV1KT4y1c7G7 BV1KT4y1c7G7 BV1KT4y1c7G7 
BV1KZ4y1M7Zo_eng,BV1KZ4y1M7Zo,eng,BILIBILI2,3,2.00027E-05,BV1KZ4y1M7Zo BV1KZ4y1M7Zo BV1KZ4y1M7Zo 
BV1M541177Yp_eng,BV1M541177Yp,eng,BILIBILI2,1,6.66756E-06,BV1M541177Yp 
BV1ND4y1d7ky_eng,BV1ND4y1d7ky,eng,BILIBILI2,1,6.66756E-06,BV1ND4y1d7ky 
BV1QK4y1f7sy_eng,BV1QK4y1f7sy,eng,BILIBILI2,1,6.66756E-06,BV1QK4y1f7sy 
BV1S54y1k7Y6_eng,BV1S54y1k7Y6,eng,BILIBILI2,1,6.66756E-06,BV1S54y1k7Y6 
BV1Ua411w7gx_eng,BV1Ua411w7gx,eng,BILIBILI2,1,6.66756E-06,BV1Ua411w7gx 
BV1V54y1C7m5_eng,BV1V54y1C7m5,eng,BILIBILI2,2,1.33351E-05,BV1V54y1C7m5 BV1V54y1C7m5 
BV1WZ4y1L7ts_eng,BV1WZ4y1L7ts,eng,BILIBILI2,6,4.00053E-05,BV1WZ4y1L7ts BV1WZ4y1L7ts BV1WZ4y1L7ts BV1WZ4y1L7ts BV1WZ4y1L7ts BV1WZ4y1L7ts 
BV1XK4y1h72X_eng,BV1XK4y1h72X,eng,BILIBILI2,1,6.66756E-06,BV1XK4y1h72X 
BV1YK4y1E7ng_eng,BV1YK4y1E7ng,eng,BILIBILI2,1,6.66756E-06,BV1YK4y1E7ng 
BV1bV411y7jL_eng,BV1bV411y7jL,eng,BILIBILI2,2,1.33351E-05,BV1bV411y7jL BV1bV411y7jL 
BV1bi4y1j75A_eng,BV1bi4y1j75A,eng,BILIBILI2,2,1.33351E-05,BV1bi4y1j75A BV1bi4y1j75A 
BV1cf4y1Q7pD_eng,BV1cf4y1Q7pD,eng,BILIBILI2,1,6.66756E-06,BV1cf4y1Q7pD 
BV1cy4y167BU_eng,BV1cy4y167BU,eng,BILIBILI2,1,6.66756E-06,BV1cy4y167BU 
BV1di4y1j7VV_eng,BV1di4y1j7VV,eng,BILIBILI2,1,6.66756E-06,BV1di4y1j7VV 
BV1eD4y1d7uL_eng,BV1eD4y1d7uL,eng,BILIBILI2,2,1.33351E-05,BV1eD4y1d7uL BV1eD4y1d7uL 
BV1f541137yH_eng,BV1f541137yH,eng,BILIBILI2,1,6.66756E-06,BV1f541137yH 
BV1fA41177CP_eng,BV1fA41177CP,eng,BILIBILI2,1,6.66756E-06,BV1fA41177CP 
BV1fA41177tQ_eng,BV1fA41177tQ,eng,BILIBILI2,2,1.33351E-05,BV1fA41177tQ BV1fA41177tQ 
BV1fa411w7ms_eng,BV1fa411w7ms,eng,BILIBILI2,1,6.66756E-06,BV1fa411w7ms 
BV1gv411C7dn_eng,BV1gv411C7dn,eng,BILIBILI2,3,2.00027E-05,BV1gv411C7dn BV1gv411C7dn BV1gv411C7dn 
BV1h54y1Q7ks_eng,BV1h54y1Q7ks,eng,BILIBILI2,1,6.66756E-06,BV1h54y1Q7ks 
BV1hh411X7qw_eng,BV1hh411X7qw,eng,BILIBILI2,1,6.66756E-06,BV1hh411X7qw 
BV1iD4y1d7mh_eng,BV1iD4y1d7mh,eng,BILIBILI2,1,6.66756E-06,BV1iD4y1d7mh 
BV1iv411k7Qo_eng,BV1iv411k7Qo,eng,BILIBILI2,1,6.66756E-06,BV1iv411k7Qo 
BV1kD4y1d775_eng,BV1kD4y1d775,eng,BILIBILI2,1,6.66756E-06,BV1kD4y1d775 
BV1na4y1L7KA_eng,BV1na4y1L7KA,eng,BILIBILI2,12,8.00107E-05,BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA BV1na4y1L7KA 
BV1na4y1j765_eng,BV1na4y1j765,eng,BILIBILI2,1,6.66756E-06,BV1na4y1j765 
BV1o54y1k7Tj_eng,BV1o54y1k7Tj,eng,BILIBILI2,1,6.66756E-06,BV1o54y1k7Tj 
BV1oC4y1h7io_eng,BV1oC4y1h7io,eng,BILIBILI2,1,6.66756E-06,BV1oC4y1h7io 
BV1oK4y1f7SG_eng,BV1oK4y1f7SG,eng,BILIBILI2,1,6.66756E-06,BV1oK4y1f7SG 
BV1oz4y1d7k2_eng,BV1oz4y1d7k2,eng,BILIBILI2,1,6.66756E-06,BV1oz4y1d7k2 
BV1pp4y1Q768_eng,BV1pp4y1Q768,eng,BILIBILI2,1,6.66756E-06,BV1pp4y1Q768 
BV1q5411572Q_eng,BV1q5411572Q,eng,BILIBILI2,1,6.66756E-06,BV1q5411572Q 
BV1qi4y1E7gq_eng,BV1qi4y1E7gq,eng,BILIBILI2,1,6.66756E-06,BV1qi4y1E7gq 
BV1ra4y1j72f_eng,BV1ra4y1j72f,eng,BILIBILI2,40,0.000266702,BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f BV1ra4y1j72f 
BV1si4y177XC_eng,BV1si4y177XC,eng,BILIBILI2,2,1.33351E-05,BV1si4y177XC BV1si4y177XC 
BV1tD4y1d781_eng,BV1tD4y1d781,eng,BILIBILI2,1,6.66756E-06,BV1tD4y1d781 
BV1tD4y1d7Fn_eng,BV1tD4y1d7Fn,eng,BILIBILI2,1,6.66756E-06,BV1tD4y1d7Fn 
BV1tT4y1w7tq_eng,BV1tT4y1w7tq,eng,BILIBILI2,1,6.66756E-06,BV1tT4y1w7tq 
BV1uK411M7Vv_eng,BV1uK411M7Vv,eng,BILIBILI2,2,1.33351E-05,BV1uK411M7Vv BV1uK411M7Vv 
BV1vV411271U_eng,BV1vV411271U,eng,BILIBILI2,1,6.66756E-06,BV1vV411271U 
BV1vy4y1B7Cx_eng,BV1vy4y1B7Cx,eng,BILIBILI2,2,1.33351E-05,BV1vy4y1B7Cx BV1vy4y1B7Cx 
BV1wA411E7Jr_eng,BV1wA411E7Jr,eng,BILIBILI2,2,1.33351E-05,BV1wA411E7Jr BV1wA411E7Jr 
BV1wp4y1r7PW_eng,BV1wp4y1r7PW,eng,BILIBILI2,1,6.66756E-06,BV1wp4y1r7PW 
BV1xp4y1Y75o_eng,BV1xp4y1Y75o,eng,BILIBILI2,4,2.66702E-05,BV1xp4y1Y75o BV1xp4y1Y75o BV1xp4y1Y75o BV1xp4y1Y75o 
BV1y541187eU_eng,BV1y541187eU,eng,BILIBILI2,1,6.66756E-06,BV1y541187eU 
BV1yb411y76d_eng,BV1yb411y76d,eng,BILIBILI2,2,1.33351E-05,BV1yb411y76d BV1yb411y76d 
BV1yi4y1j7of_eng,BV1yi4y1j7of,eng,BILIBILI2,1,6.66756E-06,BV1yi4y1j7of 
BV1zk4y1C72J_eng,BV1zk4y1C72J,eng,BILIBILI2,2,1.33351E-05,BV1zk4y1C72J BV1zk4y1C72J 
Bangtan_eng,Bangtan,eng,BILIBILI2,1,6.66756E-06,Bangtan 
Beat_eng,Beat,eng,BILIBILI2,1,6.66756E-06,Beat 
Because_eng,Because,eng,BILIBILI2,1,6.66756E-06,Because 
Big_eng,Big,eng,BILIBILI2,1,6.66756E-06,Big 
BigBang_eng,BigBang,eng,BILIBILI2,1,6.66756E-06,BigBang 
BigHit_eng,BigHit,eng,BILIBILI2,2,1.33351E-05,BigHit BigHit 
Bigbang_eng,Bigbang,eng,BILIBILI2,1,6.66756E-06,Bigbang 
Boys_eng,Boys,eng,BILIBILI2,1,6.66756E-06,Boys 
Bridge_eng,Bridge,eng,BILIBILI2,1,6.66756E-06,Bridge 
Business_eng,Business,eng,BILIBILI2,1,6.66756E-06,Business 
C_eng,C,eng,BILIBILI2,1,6.66756E-06,C 
C7CBCFAD_eng,C7CBCFAD,eng,BILIBILI2,1,6.66756E-06,C7CBCFAD 
CCTV_eng,CCTV,eng,BILIBILI2,3,2.00027E-05,CCTV CCTV CCTV 
CCTV5_eng,CCTV5,eng,BILIBILI2,1,6.66756E-06,CCTV5 
CCTV510_eng,CCTV510,eng,BILIBILI2,1,6.66756E-06,CCTV510 
CD_eng,CD,eng,BILIBILI2,2,1.33351E-05,CD CD 
CEO_eng,CEO,eng,BILIBILI2,1,6.66756E-06,CEO 
CIA_eng,CIA,eng,BILIBILI2,1,6.66756E-06,CIA 
CJ_eng,CJ,eng,BILIBILI2,1,6.66756E-06,CJ 
Cat_eng,Cat,eng,BILIBILI2,4,2.66702E-05,Cat Cat Cat Cat 
China_eng,China,eng,BILIBILI2,4,2.66702E-05,China China China China 
Chinese_eng,Chinese,eng,BILIBILI2,8,5.33404E-05,Chinese Chinese Chinese Chinese Chinese Chinese Chinese Chinese 
D0QwU6_eng,D0QwU6,eng,BILIBILI2,7,4.66729E-05,D0QwU6 D0QwU6 D0QwU6 D0QwU6 D0QwU6 D0QwU6 D0QwU6 
Daily_eng,Daily,eng,BILIBILI2,1,6.66756E-06,Daily 
Dandong_eng,Dandong,eng,BILIBILI2,1,6.66756E-06,Dandong 
Derulo_eng,Derulo,eng,BILIBILI2,1,6.66756E-06,Derulo 
Do_eng,Do,eng,BILIBILI2,2,1.33351E-05,Do Do 
DqJ5hR_eng,DqJ5hR,eng,BILIBILI2,1,6.66756E-06,DqJ5hR 
Dynamite_eng,Dynamite,eng,BILIBILI2,1,6.66756E-06,Dynamite 
E9_eng,E9,eng,BILIBILI2,1,6.66756E-06,E9 
EA36_eng,EA36,eng,BILIBILI2,1,6.66756E-06,EA36 
EXO_eng,EXO,eng,BILIBILI2,7,4.66729E-05,EXO EXO EXO EXO EXO EXO EXO 
EkGE9J_eng,EkGE9J,eng,BILIBILI2,1,6.66756E-06,EkGE9J 
Embrace_eng,Embrace,eng,BILIBILI2,1,6.66756E-06,Embrace 
Emmmm_eng,Emmmm,eng,BILIBILI2,1,6.66756E-06,Emmmm 
F0E93BE0D29A103057infoc_eng,F0E93BE0D29A103057infoc,eng,BILIBILI2,1,6.66756E-06,F0E93BE0D29A103057infoc 
FD_eng,FD,eng,BILIBILI2,3,2.00027E-05,FD FD FD 
FIGHTING_eng,FIGHTING,eng,BILIBILI2,1,6.66756E-06,FIGHTING 
FILA_eng,FILA,eng,BILIBILI2,1,6.66756E-06,FILA 
Fd_eng,Fd,eng,BILIBILI2,1,6.66756E-06,Fd 
Fleet_eng,Fleet,eng,BILIBILI2,4,2.66702E-05,Fleet Fleet Fleet Fleet 
G_eng,G,eng,BILIBILI2,3,2.00027E-05,G G G 
G_x,G,x,BILIBILI2,2,1.33351E-05,G G 
GB_eng,GB,eng,BILIBILI2,1,6.66756E-06,GB 
GDP_eng,GDP,eng,BILIBILI2,1,6.66756E-06,GDP 
GG_eng,GG,eng,BILIBILI2,1,6.66756E-06,GG 
GJ_eng,GJ,eng,BILIBILI2,1,6.66756E-06,GJ 
GM_eng,GM,eng,BILIBILI2,1,6.66756E-06,GM 
GOGO_eng,GOGO,eng,BILIBILI2,1,6.66756E-06,GOGO 
GTFO_eng,GTFO,eng,BILIBILI2,1,6.66756E-06,GTFO 
Gacha_eng,Gacha,eng,BILIBILI2,1,6.66756E-06,Gacha 
GcQOBi_eng,GcQOBi,eng,BILIBILI2,6,4.00053E-05,GcQOBi GcQOBi GcQOBi GcQOBi GcQOBi GcQOBi 
General_eng,General,eng,BILIBILI2,2,1.33351E-05,General General 
Get_eng,Get,eng,BILIBILI2,1,6.66756E-06,Get 
H_eng,H,eng,BILIBILI2,2,1.33351E-05,H H 
Hit_eng,Hit,eng,BILIBILI2,1,6.66756E-06,Hit 
Hyundai_eng,Hyundai,eng,BILIBILI2,1,6.66756E-06,Hyundai 
I_eng,I,eng,BILIBILI2,2,1.33351E-05,I I 
I_x,I,x,BILIBILI2,8,5.33404E-05,I I I I I I I I 
I3i6rE_eng,I3i6rE,eng,BILIBILI2,1,6.66756E-06,I3i6rE 
Idol_eng,Idol,eng,BILIBILI2,1,6.66756E-06,Idol 
If_eng,If,eng,BILIBILI2,3,2.00027E-05,If If If 
JGT_eng,JGT,eng,BILIBILI2,1,6.66756E-06,JGT 
James_eng,James,eng,BILIBILI2,2,1.33351E-05,James James 
Jason_eng,Jason,eng,BILIBILI2,1,6.66756E-06,Jason 
Jawsh_eng,Jawsh,eng,BILIBILI2,1,6.66756E-06,Jawsh 
Jeong_eng,Jeong,eng,BILIBILI2,1,6.66756E-06,Jeong 
JixLc4_eng,JixLc4,eng,BILIBILI2,1,6.66756E-06,JixLc4 
Joanna_eng,Joanna,eng,BILIBILI2,3,2.00027E-05,Joanna Joanna Joanna 
JueUs3_eng,JueUs3,eng,BILIBILI2,1,6.66756E-06,JueUs3 
Just_eng,Just,eng,BILIBILI2,1,6.66756E-06,Just 
KDA_eng,KDA,eng,BILIBILI2,1,6.66756E-06,KDA 
KJP7ST_eng,KJP7ST,eng,BILIBILI2,1,6.66756E-06,KJP7ST 
Kim_eng,Kim,eng,BILIBILI2,2,1.33351E-05,Kim Kim 
Korea_eng,Korea,eng,BILIBILI2,1,6.66756E-06,Korea 
Korean_eng,Korean,eng,BILIBILI2,4,2.66702E-05,Korean Korean Korean Korean 
LG_eng,LG,eng,BILIBILI2,1,6.66756E-06,LG 
LOL_eng,LOL,eng,BILIBILI2,1,6.66756E-06,LOL 
Lai_eng,Lai,eng,BILIBILI2,2,1.33351E-05,Lai Lai 
Lauv_eng,Lauv,eng,BILIBILI2,1,6.66756E-06,Lauv 
Laxed_eng,Laxed,eng,BILIBILI2,1,6.66756E-06,Laxed 
Love_eng,Love,eng,BILIBILI2,1,6.66756E-06,Love 
MAMA_eng,MAMA,eng,BILIBILI2,1,6.66756E-06,MAMA 
MD_eng,MD,eng,BILIBILI2,1,6.66756E-06,MD 
MOnqju_eng,MOnqju,eng,BILIBILI2,1,6.66756E-06,MOnqju 
MV_eng,MV,eng,BILIBILI2,1,6.66756E-06,MV 
MgFs_eng,MgFs,eng,BILIBILI2,1,6.66756E-06,MgFs 
MichaelSun1998_eng,MichaelSun1998,eng,BILIBILI2,1,6.66756E-06,MichaelSun1998 
Mom_eng,Mom,eng,BILIBILI2,1,6.66756E-06,Mom 
N_eng,N,eng,BILIBILI2,1,6.66756E-06,N 
N_x,N,x,BILIBILI2,1,6.66756E-06,N 
NB_eng,NB,eng,BILIBILI2,2,1.33351E-05,NB NB 
NBA_eng,NBA,eng,BILIBILI2,19,0.000126684,NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA NBA 
NC_eng,NC,eng,BILIBILI2,3,2.00027E-05,NC NC NC 
NCF_eng,NCF,eng,BILIBILI2,1,6.66756E-06,NCF 
NMD_eng,NMD,eng,BILIBILI2,1,6.66756E-06,NMD 
Netizens_eng,Netizens,eng,BILIBILI2,1,6.66756E-06,Netizens 
Ninjastars_eng,Ninjastars,eng,BILIBILI2,3,2.00027E-05,Ninjastars Ninjastars Ninjastars 
North_eng,North,eng,BILIBILI2,1,6.66756E-06,North 
Not_eng,Not,eng,BILIBILI2,1,6.66756E-06,Not 
O_eng,O,eng,BILIBILI2,2,1.33351E-05,O O 
O_x,O,x,BILIBILI2,2,1.33351E-05,O O 
OK_eng,OK,eng,BILIBILI2,109,0.000726764,OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK 
OgUeJm_eng,OgUeJm,eng,BILIBILI2,1,6.66756E-06,OgUeJm 
Ohmygod_eng,Ohmygod,eng,BILIBILI2,1,6.66756E-06,Ohmygod 
P_eng,P,eng,BILIBILI2,2,1.33351E-05,P P 
PH_eng,PH,eng,BILIBILI2,1,6.66756E-06,PH 
PM_eng,PM,eng,BILIBILI2,1,6.66756E-06,PM 
PTSD_eng,PTSD,eng,BILIBILI2,1,6.66756E-06,PTSD 
PUA_eng,PUA,eng,BILIBILI2,2,1.33351E-05,PUA PUA 
Permanent_eng,Permanent,eng,BILIBILI2,1,6.66756E-06,Permanent 
PuT3KP_eng,PuT3KP,eng,BILIBILI2,1,6.66756E-06,PuT3KP 
Q_eng,Q,eng,BILIBILI2,1,6.66756E-06,Q 
Q_x,Q,x,BILIBILI2,1,6.66756E-06,Q 
QJ_eng,QJ,eng,BILIBILI2,1,6.66756E-06,QJ 
QNMD_eng,QNMD,eng,BILIBILI2,1,6.66756E-06,QNMD 
QQ_eng,QQ,eng,BILIBILI2,6,4.00053E-05,QQ QQ QQ QQ QQ QQ 
QZ0ked_eng,QZ0ked,eng,BILIBILI2,1,6.66756E-06,QZ0ked 
R1Sj6F_eng,R1Sj6F,eng,BILIBILI2,1,6.66756E-06,R1Sj6F 
RIP_eng,RIP,eng,BILIBILI2,1,6.66756E-06,RIP 
RM_eng,RM,eng,BILIBILI2,1,6.66756E-06,RM 
RMB_eng,RMB,eng,BILIBILI2,1,6.66756E-06,RMB 
Remix_eng,Remix,eng,BILIBILI2,1,6.66756E-06,Remix 
River_eng,River,eng,BILIBILI2,1,6.66756E-06,River 
RqxctM_eng,RqxctM,eng,BILIBILI2,2,1.33351E-05,RqxctM RqxctM 
RubDjO_eng,RubDjO,eng,BILIBILI2,1,6.66756E-06,RubDjO 
S_eng,S,eng,BILIBILI2,1,6.66756E-06,S 
SC_eng,SC,eng,BILIBILI2,1,6.66756E-06,SC 
SK_eng,SK,eng,BILIBILI2,1,6.66756E-06,SK 
SM_eng,SM,eng,BILIBILI2,2,1.33351E-05,SM SM 
SVOhga_eng,SVOhga,eng,BILIBILI2,1,6.66756E-06,SVOhga 
SYQiXl_eng,SYQiXl,eng,BILIBILI2,1,6.66756E-06,SYQiXl 
Samsung_eng,Samsung,eng,BILIBILI2,1,6.66756E-06,Samsung 
Samsungnot7_eng,Samsungnot7,eng,BILIBILI2,1,6.66756E-06,Samsungnot7 
Savage_eng,Savage,eng,BILIBILI2,1,6.66756E-06,Savage 
Sh9YGt_eng,Sh9YGt,eng,BILIBILI2,1,6.66756E-06,Sh9YGt 
Since_eng,Since,eng,BILIBILI2,1,6.66756E-06,Since 
Siren_eng,Siren,eng,BILIBILI2,1,6.66756E-06,Siren 
T_eng,T,eng,BILIBILI2,1,6.66756E-06,T 
T_x,T,x,BILIBILI2,1,6.66756E-06,T 
TM_eng,TM,eng,BILIBILI2,10,6.66756E-05,TM TM TM TM TM TM TM TM TM TM 
TMD_eng,TMD,eng,BILIBILI2,1,6.66756E-06,TMD 
TN_eng,TN,eng,BILIBILI2,1,6.66756E-06,TN 
TNT_eng,TNT,eng,BILIBILI2,1,6.66756E-06,TNT 
TV_eng,TV,eng,BILIBILI2,1,6.66756E-06,TV 
TXT_eng,TXT,eng,BILIBILI2,1,6.66756E-06,TXT 
Talor_eng,Talor,eng,BILIBILI2,2,1.33351E-05,Talor Talor 
The_eng,The,eng,BILIBILI2,3,2.00027E-05,The The The 
Then_eng,Then,eng,BILIBILI2,1,6.66756E-06,Then 
UID_eng,UID,eng,BILIBILI2,9,6.0008E-05,UID UID UID UID UID UID UID UID UID 
UID472510070_eng,UID472510070,eng,BILIBILI2,1,6.66756E-06,UID472510070 
UNO_eng,UNO,eng,BILIBILI2,1,6.66756E-06,UNO 
UP_eng,UP,eng,BILIBILI2,2,1.33351E-05,UP UP 
USA_eng,USA,eng,BILIBILI2,1,6.66756E-06,USA 
Up_eng,Up,eng,BILIBILI2,1,6.66756E-06,Up 
VAN_eng,VAN,eng,BILIBILI2,1,6.66756E-06,VAN 
VIY0x1_eng,VIY0x1,eng,BILIBILI2,1,6.66756E-06,VIY0x1 
VS_eng,VS,eng,BILIBILI2,1,6.66756E-06,VS 
Van_eng,Van,eng,BILIBILI2,4,2.66702E-05,Van Van Van Van 
WJB_eng,WJB,eng,BILIBILI2,1,6.66756E-06,WJB 
We_eng,We,eng,BILIBILI2,2,1.33351E-05,We We 
What_eng,What,eng,BILIBILI2,1,6.66756E-06,What 
Which_eng,Which,eng,BILIBILI2,1,6.66756E-06,Which 
Why_eng,Why,eng,BILIBILI2,1,6.66756E-06,Why 
X_eng,X,eng,BILIBILI2,2,1.33351E-05,X X 
XX_eng,XX,eng,BILIBILI2,4,2.66702E-05,XX XX XX XX 
XY0720D01CD6094AC730B86071B2C75BF5E26_eng,XY0720D01CD6094AC730B86071B2C75BF5E26,eng,BILIBILI2,2,1.33351E-05,XY0720D01CD6094AC730B86071B2C75BF5E26 XY0720D01CD6094AC730B86071B2C75BF5E26 
XY2E40F2654BEEB1DE8364D32F949DFB1F5E6_eng,XY2E40F2654BEEB1DE8364D32F949DFB1F5E6,eng,BILIBILI2,2,1.33351E-05,XY2E40F2654BEEB1DE8364D32F949DFB1F5E6 XY2E40F2654BEEB1DE8364D32F949DFB1F5E6 
XY5941F5CC375CDD998FD3503FD4A954E6303_eng,XY5941F5CC375CDD998FD3503FD4A954E6303,eng,BILIBILI2,4,2.66702E-05,XY5941F5CC375CDD998FD3503FD4A954E6303 XY5941F5CC375CDD998FD3503FD4A954E6303 XY5941F5CC375CDD998FD3503FD4A954E6303 XY5941F5CC375CDD998FD3503FD4A954E6303 
XY75310798733BB5159B0FAC28739D9A2673B_eng,XY75310798733BB5159B0FAC28739D9A2673B,eng,BILIBILI2,3,2.00027E-05,XY75310798733BB5159B0FAC28739D9A2673B XY75310798733BB5159B0FAC28739D9A2673B XY75310798733BB5159B0FAC28739D9A2673B 
XZ_eng,XZ,eng,BILIBILI2,5,3.33378E-05,XZ XZ XZ XZ XZ 
